STATE,District Name,Market Name,Commodity,Variety,Grade
Orissa,bhadrak,Chandabali,Potato,Other,FAQ
West Bengal,birbhum,Sainthia,Tomato,Deshi,FAQ
Uttar Pradesh,bulandshahar,Anoop Shahar,Onion,Red,FAQ
Haryana,kaithal,Dhand,Onion,Other,FAQ
Gujarat,rajkot,Gondal,Wheat,Sechor No. 1,FAQ
Kerala,kollam,Kottarakkara,Potato,Other,FAQ
Rajasthan,bikaner,Bikaner (F&V),Onion,Other,FAQ
West Bengal,nadia,Kalyani,Potato,Jyoti,FAQ
Kerala,ernakulam,Kothamangalam,Potato,Other,FAQ
Madhya Pradesh,khargone,Badwaha,Potato,Other,FAQ
Madhya Pradesh,khandwa,Khandwa(F&V),Tomato,Other,FAQ
Uttar Pradesh,gonda,Gonda,Potato,Chandermukhi,FAQ
Maharashtra,nagpur,Kamthi,Tomato,Local,FAQ
Uttar Pradesh,basti,Basti,Onion,Red,FAQ
Haryana,jind,Narwana,Potato,Other,FAQ
Maharashtra,akola,Akola,Onion,Other,FAQ
Punjab,nawanshahr,Nawan Shahar(Subzi Mandi),Potato,Other,FAQ
Punjab,sangrur,Malerkotla,Tomato,Other,FAQ
Uttar Pradesh,jhansi,Gurusarai,Onion,Red,FAQ
Uttar Pradesh,etah,Aliganj,Wheat,Dara,FAQ
Uttar Pradesh,shahjahanpur,Tilhar,Tomato,Tomato,FAQ
West Bengal,hooghly,Pandua,Potato,Jyoti,FAQ
West Bengal,jalpaiguri,Jalpaiguri Sadar,Onion,Other,FAQ
Uttar Pradesh,bulandshahar,Jahangirabad,Potato,Desi,FAQ
Kerala,kottayam,Ettumanoor,Tomato,Tomato,FAQ
Maharashtra,jalgaon,Jalgaon,Potato,Other,FAQ
Rajasthan,dausa,Bandikui,Wheat,Other,FAQ
 Punjab,fazilka,Fazilka,Potato,Other,FAQ
Uttar Pradesh,ambedkarnagar,Akbarpur,Potato,Desi,FAQ
Haryana,jind,Safidon,Tomato,Other,FAQ
Maharashtra,nashik,Nandgaon,Onion,Other,FAQ
Uttar Pradesh,firozabad,Shikohabad,Tomato,Hybrid,FAQ
Madhya Pradesh,harda,Harda(F&V),Potato,Desi,FAQ
Orissa,rayagada,Rayagada,Tomato,Local,FAQ
Uttar Pradesh,agra,Samsabad,Tomato,Hybrid,FAQ
Punjab,patiala,Samana,Tomato,Hybrid,FAQ
Gujarat,kheda,Kapadvanj,Potato,Other,FAQ
Himachal Pradesh,mandi,Mandi(Mandi),Onion,Onion,FAQ
Kerala,alappuzha,Chengannur,Onion,Small,FAQ
Gujarat,rajkot,Jasdan,Wheat,2189 No. 2,FAQ
Maharashtra,latur,Aurad Shahajani,Wheat,Maharashtra 2189,FAQ
West Bengal,jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ
Madhya Pradesh,dhar,Dhamnod,Tomato,Tomato,FAQ
Maharashtra,nashik,Chandvad,Onion,Other,FAQ
Andhra Pradesh,mahbubnagar,Kalwakurthy,Potato,Local,FAQ
Chhattisgarh,bilaspur,Bilaspur,Onion,Other,FAQ
Gujarat,navsari,Bilimora,Onion,Nasik,FAQ
Maharashtra,ahmednagar,Akole,Onion,Other,FAQ
West Bengal,paschim bardhaman,Durgapur,Onion,Other,FAQ
Andhra Pradesh,medak,Vantamamidi,Potato,Local,FAQ
Punjab,patiala,Nabha,Tomato,Other,FAQ
Delhi,delhi,Azadpur,Potato,Potato,FAQ
Uttar Pradesh,bahraich,Naanpara,Tomato,Hybrid,FAQ
Uttar Pradesh,barabanki,Barabanki,Potato,Desi,FAQ
Madhya Pradesh,rajgarh,Biaora,Onion,1st Sort,FAQ
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Tomato,Deshi,FAQ
Uttar Pradesh,etawah,Jasvantnagar,Potato,Potato,FAQ
Uttar Pradesh,barabanki,Barabanki,Wheat,Dara,FAQ
Uttar Pradesh,amroha,Hasanpur,Tomato,Deshi,FAQ
Kerala,kottayam,Kottayam,Onion,Onion,FAQ
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ
Gujarat,bhavnagar,Mahuva(Station Road),Onion,White,FAQ
Karnataka,bellary,Hospet,Potato,Potato,FAQ
Madhya Pradesh,indore,Mhow,Potato,Other,FAQ
Haryana,mewat,Nuh,Tomato,Other,FAQ
Karnataka,mandya,K.R. Pet,Tomato,Tomato,FAQ
Uttar Pradesh,prayagraj,Ajuha,Potato,Desi,FAQ
Nagaland,kohima,Kohima,Potato,Potato,FAQ
Uttar Pradesh,bulandshahar,Anoop Shahar,Potato,F.A.Q.,FAQ
Uttar Pradesh,auraiya,Auraiya,Onion,Red,FAQ
Haryana,rewari,Rewari,Tomato,Other,FAQ
Maharashtra,sangli,Islampur,Potato,Other,FAQ
Uttar Pradesh,saharanpur,Gangoh,Potato,Desi,FAQ
Gujarat,amreli,Amreli,Wheat,Lokwan,FAQ
West Bengal,bankura,Bankura Sadar,Potato,Jyoti,FAQ
Uttar Pradesh,bareilly,Anwala,Potato,Local,FAQ
Uttar Pradesh,shahjahanpur,Tilhar,Potato,Potato,FAQ
Uttar Pradesh,mainpuri,Mainpuri,Onion,Red,FAQ
Uttar Pradesh,sonbhadra,Robertsganj,Tomato,Hybrid,FAQ
Haryana,panipat,Panipat,Onion,Other,FAQ
West Bengal,jalpaiguri,Belacoba,Onion,Other,FAQ
West Bengal,puruliya,Kasipur,Potato,Jyoti,FAQ
Uttar Pradesh,jhansi,Jhansi,Onion,Red,FAQ
Madhya Pradesh,bhind,Bhind,Wheat,Mill Quality,FAQ
Uttar Pradesh,sitapur,Viswan,Tomato,Hybrid,FAQ
Uttar Pradesh,jhansi,Jhansi,Tomato,Deshi,FAQ
Haryana,panchkula,Barwala,Onion,Onion,FAQ
Madhya Pradesh,dhar,Kukshi,Tomato,Tomato,FAQ
Andhra Pradesh,nalgonda,Miryalguda(Rythu Bazar),Potato,Potato,FAQ
Haryana,mewat,FerozpurZirkha(Nagina),Onion,Other,FAQ
Rajasthan,tonk,Tonk,Potato,Desi,FAQ
Madhya Pradesh,indore,Mhow,Tomato,Deshi,FAQ
 Punjab,fazilka,Abohar,Potato,Potato,FAQ
Maharashtra,sangli,"Sangli(Phale, Bhajipura Market)",Potato,Local,FAQ
Uttar Pradesh,shravasti,Payagpur,Potato,Red,FAQ
Uttar Pradesh,etawah,Bharthna,Onion,Red,FAQ
Rajasthan,churu,Churu,Onion,1st Sort,FAQ
West Bengal,alipurduar,Falakata,Tomato,Other,FAQ
Uttar Pradesh,maharajganj,Nautnava,Onion,Red,FAQ
Uttar Pradesh,agra,Samsabad,Potato,Potato,FAQ
Maharashtra,pune,Pune,Tomato,Local,FAQ
Himachal Pradesh,hamirpur,Hamirpur(Nadaun),Potato,Other,FAQ
Karnataka,bangalore,Bangalore,Wheat,Local,FAQ
Haryana,mewat,Punhana,Tomato,Other,FAQ
West Bengal,puruliya,Purulia,Tomato,Other,FAQ
Uttar Pradesh,amethi,Jafarganj,Onion,Red,FAQ
Haryana,rohtak,Sampla,Potato,Other,FAQ
Maharashtra,latur,Ahmedpur,Wheat,Other,FAQ
Kerala,kollam,Sasthamkotta,Tomato,Other,FAQ
Uttar Pradesh,auraiya,Achalda,Wheat,Dara,FAQ
Uttar Pradesh,lalitpur,Lalitpur,Potato,Local,FAQ
West Bengal,bankura,Khatra,Tomato,Tomato,FAQ
Uttar Pradesh,bulandshahar,Sikarpur,Tomato,Deshi,FAQ
West Bengal,nadia,Chakdah,Potato,Jyoti,FAQ
Chhattisgarh,bilaspur,Bilaspur,Wheat,Local,FAQ
Uttar Pradesh,banda,Atarra,Potato,Desi,FAQ
Maharashtra,nashik,Sinner,Onion,Other,FAQ
Rajasthan,hanumangarh,Sangriya,Potato,Potato,FAQ
Uttar Pradesh,sitapur,Sitapur,Onion,Red,FAQ
Bihar,sheikhpura,Barbigha,Tomato,Deshi,FAQ
Uttar Pradesh,unnao,Bangarmau,Potato,Desi,FAQ
Haryana,jind,Jind,Tomato,Other,FAQ
Haryana,jind,Jind,Potato,Other,FAQ
Uttar Pradesh,banda,Banda,Potato,Desi,FAQ
Bihar,sheikhpura,Barbigha,Onion,1st Sort,FAQ
Assam,lakhimpur,Lakhimpur,Tomato,Deshi,FAQ
Bihar,sheikhpura,Barbigha,Potato,(Red Nanital),FAQ
Andhra Pradesh,mahbubnagar,Kalwakurthy,Tomato,Local,FAQ
Madhya Pradesh,rajgarh,Narsinghgarh,Onion,Other,FAQ
West Bengal,murshidabad,Jangipur,Onion,Red,FAQ
Uttar Pradesh,mahoba,Mahoba,Tomato,Local,FAQ
Maharashtra,chandrapur,Chandrapur(Ganjwad),Onion,White,FAQ
Haryana,gurgaon,Gurgaon,Potato,Other,FAQ
Gujarat,gandhinagar,"Kalol(Veg,Market,Kalol)",Tomato,Other,FAQ
Uttar Pradesh,bulandshahar,Jahangirabad,Tomato,Deshi,FAQ
Maharashtra,nashik,Dindori,Onion,Other,FAQ
Maharashtra,pune,Pune(Manjri),Tomato,Other,FAQ
Rajasthan,jodhpur,Jodhpur (F&V),Onion,Other,FAQ
Haryana,kaithal,Siwan,Potato,Other,FAQ
Uttar Pradesh,agra,Agra,Wheat,Dara,FAQ
Haryana,kurukshetra,Shahabad,Tomato,Tomato,FAQ
Punjab,muktsar,Bariwala,Potato,Other,FAQ
West Bengal,bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ
Rajasthan,pratapgarh,Pratapgarh,Potato,Desi,FAQ
Orissa,kendrapara,Kendrapara(Marshaghai),Potato,Potato,FAQ
Maharashtra,nashik,Lasalgaon(Vinchur),Onion,Other,FAQ
Uttar Pradesh,pratapgarh,Pratapgarh,Potato,Desi,FAQ
Maharashtra,dhule,Dhule,Onion,Red,FAQ
Gujarat,amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ
Uttar Pradesh,bahraich,Bahraich,Wheat,Dara,FAQ
Chhattisgarh,bilaspur,Tiphra,Potato,Other,FAQ
Uttar Pradesh,ghazipur,Gazipur,Tomato,Hybrid,FAQ
Uttar Pradesh,prayagraj,Ajuha,Wheat,Dara,FAQ
Rajasthan,hanumangarh,Hanumangarh(Urlivas),Tomato,Deshi,FAQ
Jammu & Kashmir,jammu,Akhnoor,Onion,Other,FAQ
Maharashtra,raigad,Pen,Onion,Red,FAQ
Uttar Pradesh,unnao,Bangarmau,Tomato,Deshi,FAQ
Madhya Pradesh,indore,Sanwer,Onion,Other,FAQ
Uttar Pradesh,sonbhadra,Dudhi,Tomato,Deshi,FAQ
Kerala,thiruvananthapuram,Aralamoodu,Potato,Potato,FAQ
Punjab,moga,Kot ise Khan,Tomato,Other,FAQ
West Bengal,nadia,Chakdah,Onion,Other,FAQ
Punjab,kapurthala,Phagwara,Onion,Other,FAQ
Uttar Pradesh,badaun,Wazirganj,Potato,Desi,FAQ
Uttar Pradesh,badaun,Bilsi,Potato,Local,FAQ
Maharashtra,ahmednagar,Rahata,Tomato,Other,FAQ
Kerala,thiruvananthapuram,Aralamoodu,Onion,Onion,FAQ
Uttar Pradesh,agra,Agra,Potato,Desi,FAQ
Haryana,bhiwani,Ch. Dadri,Onion,Other,FAQ
Haryana,ambala,Shahzadpur,Tomato,Local,FAQ
Uttar Pradesh,firozabad,Sirsaganj,Potato,Local,FAQ
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ
Haryana,kaithal,Siwan,Onion,Other,FAQ
Punjab,sangrur,Sangrur,Onion,Onion,FAQ
Punjab,jalandhar,Lohian Khas,Potato,Other,FAQ
Orissa,jharsuguda,Jharsuguda,Onion,Other,FAQ
Andhra Pradesh,nalgonda,Miryalguda(Rythu Bazar),Onion,Red,FAQ
Uttar Pradesh,basti,Basti,Wheat,Dara,FAQ
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Desi,FAQ
Maharashtra,sholapur,Solapur,Potato,Local,FAQ
Uttar Pradesh,saharanpur,Saharanpur,Tomato,Hybrid,FAQ
Punjab,ludhiana,Doraha,Tomato,Other,FAQ
Kerala,kottayam,Kanjirappally,Potato,Potato,FAQ
Uttar Pradesh,amroha,Hasanpur,Onion,Nasik,FAQ
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Chips,FAQ
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ
Uttar Pradesh,sambhal,Sambhal,Potato,Desi,FAQ
West Bengal,paschim bardhaman,Durgapur,Potato,Jyoti,FAQ
Andhra Pradesh,mahbubnagar,Devarakadra,Onion,Red,FAQ
Assam,kamrup,Pamohi(Garchuk),Onion,Nasik,FAQ
Maharashtra,pune,Junnar(Otur),Potato,Local,FAQ
Meghalaya,west garo hills,Dadengiri,Tomato,Local,FAQ
Kerala,idukki,Nedumkandam,Onion,Small,FAQ
Assam,kamrup,Pamohi(Garchuk),Onion,Medium,FAQ
Maharashtra,ahmednagar,Shrigonda,Onion,Other,FAQ
Maharashtra,ahmednagar,Parner,Onion,Other,FAQ
Haryana,sirsa,Dabwali,Tomato,Other,FAQ
Haryana,sirsa,Dabwali,Potato,Other,FAQ
Haryana,palwal,Hodal,Potato,Potato,FAQ
Madhya Pradesh,harda,Sirali,Wheat,Mill Quality,FAQ
Haryana,kaithal,Siwan,Tomato,Other,FAQ
Maharashtra,nagpur,Nagpur,Onion,Red,FAQ
Uttar Pradesh,rampur,Tanda(Rampur),Onion,Other,FAQ
Kerala,alappuzha,Alappuzha,Onion,Big,FAQ
Gujarat,amreli,Rajula,Wheat,PISSI,FAQ
Uttar Pradesh,firozabad,Firozabad,Tomato,Hybrid,FAQ
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Potato,Other,FAQ
Uttar Pradesh,mahoba,Mahoba,Wheat,Dara,FAQ
Kerala,thiruvananthapuram,Vamanapuram,Onion,Other,FAQ
Maharashtra,nagpur,Nagpur,Potato,Local,FAQ
Chhattisgarh,bilaspur,Bilaspur,Potato,Local,FAQ
Himachal Pradesh,chamba,Chamba,Potato,Other,FAQ
Maharashtra,nashik,Manmad,Wheat,Other,FAQ
Uttar Pradesh,sambhal,Bhehjoi,Potato,Potato,FAQ
Maharashtra,nashik,Yeola,Onion,Other,FAQ
Kerala,malappuram,Kondotty,Tomato,Other,FAQ
Uttar Pradesh,mahoba,Charkhari,Wheat,147 Average,FAQ
Maharashtra,aurangabad,Amba,Onion,Nasik,FAQ
Kerala,idukki,Nedumkandam,Onion,Big,FAQ
Madhya Pradesh,dindori,Gorakhpur,Wheat,Mill Quality,FAQ
Kerala,alappuzha,Mannar,Tomato,Other,FAQ
Himachal Pradesh,hamirpur,Bharuasumerpur,Potato,Desi,FAQ
Madhya Pradesh,jhabua,Petlawad,Tomato,Hybrid,FAQ
Maharashtra,beed,Kaij,Wheat,Other,FAQ
Kerala,alappuzha,Mannar,Onion,Big,FAQ
Rajasthan,hanumangarh,Goluwala,Onion,1st Sort,FAQ
Rajasthan,hanumangarh,Goluwala,Tomato,Deshi,FAQ
Madhya Pradesh,hoshangabad,Pipariya,Tomato,Deshi,FAQ
Punjab,hoshiarpur,Mukerian,Tomato,Tomato,FAQ
Madhya Pradesh,jhabua,Petlawad,Potato,Potato,FAQ
Punjab,hoshiarpur,Mukerian,Potato,Potato,FAQ
Haryana,karnal,Gharaunda,Tomato,Other,FAQ
Punjab,sangrur,Bhawanigarh,Potato,Other,FAQ
Madhya Pradesh,morena,Porsa(F&V),Potato,Potato,FAQ
Orissa,nuapada,Khariar,Potato,Local,FAQ
Himachal Pradesh,kangra,Kangra(Nagrota Bagwan),Onion,1st Sort,FAQ
Madhya Pradesh,khandwa,Harsood,Wheat,Mill Quality,FAQ
Uttar Pradesh,balrampur,Rajpur,Wheat,Local,FAQ
Maharashtra,aurangabad,Amba,Potato,Other,FAQ
West Bengal,howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ
Punjab,hoshiarpur,GarhShankar (Kotfatuhi),Onion,Other,FAQ
Karnataka,chikmagalur,Bagepalli,Onion,Onion,FAQ
Uttar Pradesh,ghazipur,Jangipura,Onion,Red,FAQ
Karnataka,kolar,Gowribidanoor,Tomato,Tomato,FAQ
Rajasthan,ganganagar,Suratgarh,Tomato,Deshi,FAQ
Karnataka,hassan,Channarayapatna,Potato,Local,FAQ
Madhya Pradesh,tikamgarh,Niwadi,Wheat,Lokwan,FAQ
Punjab,hoshiarpur,Tanda Urmur,Tomato,Other,FAQ
Madhya Pradesh,rajgarh,Pachaur,Wheat,Other,FAQ
Madhya Pradesh,tikamgarh,Prithvipur,Wheat,Mill Quality,FAQ
Karnataka,belgaum,Belgaum,Tomato,Tomato,FAQ
Punjab,ludhiana,Sahnewal,Onion,Onion,FAQ
Maharashtra,raigad,Karjat(Raigad),Onion,1st Sort,FAQ
Rajasthan,bundi,Sumerganj,Wheat,Other,FAQ
Maharashtra,akola,Murtizapur,Wheat,Other,FAQ
Rajasthan,jalore,Jalore,Onion,Other,FAQ
Uttar Pradesh,sambhal,Bhehjoi,Wheat,Dara,FAQ
Madhya Pradesh,shivpuri,Magroni,Wheat,Other,FAQ
Maharashtra,ahmednagar,Pathardi,Wheat,Maharashtra 2189,FAQ
Uttar Pradesh,gonda,Nawabganj,Wheat,Dara,FAQ
Rajasthan,ganganagar,Suratgarh,Wheat,Other,FAQ
Andhra Pradesh,hyderabad,Gudimalkapur,Potato,(Red Nanital),FAQ
Kerala,malappuram,Kottakkal,Potato,Other,FAQ
Karnataka,mysore,Mysore (Bandipalya),Wheat,Local,FAQ
Maharashtra,ahmednagar,Shrirampur(Belapur),Wheat,Other,FAQ
Rajasthan,ganganagar,Lalgarh Jatan,Wheat,Other,FAQ
Madhya Pradesh,neemuch,Neemuch,Wheat,147 Average,FAQ
Orissa,kendrapara,Kendrapara,Potato,Potato,FAQ
Uttar Pradesh,hardoi,Hardoi,Wheat,Dara,FAQ
Haryana,kurukshetra,Ladwa,Potato,Potato,FAQ
Karnataka,mandya,Mandya,Onion,Onion,FAQ
Uttar Pradesh,sambhal,Muradabad,Wheat,Hybrid,FAQ
Punjab,ludhiana,Sahnewal,Tomato,Tomato,FAQ
Kerala,thiruvananthapuram,Vamanapuram,Potato,Other,FAQ
Maharashtra,bhandara,Tumsar,Wheat,Other,FAQ
Karnataka,shimoga,Shimoga,Wheat,Super Fine,FAQ
Assam,kamrup,Pamohi(Garchuk),Potato,(Red Nanital),FAQ
Rajasthan,alwar,Kherli,Wheat,Other,FAQ
Maharashtra,wardha,Sindi(Selu),Wheat,Other,FAQ
Madhya Pradesh,jhabua,Petlawad,Onion,Hybrid,FAQ
Gujarat,surendranagar,Vadhvan,Onion,Onion,FAQ
Maharashtra,nashik,Yeola,Wheat,Maharashtra 2189,FAQ
Maharashtra,sholapur,Akluj,Onion,Red,FAQ
Himachal Pradesh,shimla,Shimla and Kinnaur(Rampur),Potato,Other,FAQ
Uttar Pradesh,varanasi,Varanasi(F&V),Potato,Badshah,FAQ
Uttar Pradesh,amroha,Dhanaura,Onion,Medium,FAQ
Maharashtra,thane,Vasai,Wheat,Other,FAQ
Himachal Pradesh,kangra,Kangra(Nagrota Bagwan),Tomato,Deshi,FAQ
Maharashtra,jalgaon,Dharangaon,Wheat,Other,FAQ
Madhya Pradesh,balaghat,Mohgaon,Wheat,Local,FAQ
Maharashtra,ahmednagar,Kopargaon,Onion,Other,FAQ
Punjab,jalandhar,Goraya,Onion,Other,FAQ
Uttar Pradesh,ghaziabad,Ghaziabad,Wheat,Dara,FAQ
Uttar Pradesh,saharanpur,Chutmalpur,Potato,Potato,FAQ
Maharashtra,kolhapur,Vadgaonpeth,Onion,Local,FAQ
Rajasthan,bundi,Dei,Wheat,Other,FAQ
Rajasthan,kota,Kota,Wheat,Other,FAQ
Uttar Pradesh,jhansi,Chirgaon,Onion,Red,FAQ
Rajasthan,tonk,Tonk,Wheat,Deshi,FAQ
Maharashtra,nashik,Chandvad,Tomato,Local,FAQ
Kerala,alappuzha,Chengannur,Tomato,Other,FAQ
Uttar Pradesh,fatehpur,Kishunpur,Wheat,Dara,FAQ
Haryana,kurukshetra,Pehowa,Potato,Other,FAQ
Meghalaya,west garo hills,Dadengiri,Potato,Local,FAQ
Orissa,nuapada,Khariar,Tomato,Tomato,FAQ
Punjab,kapurthala,Bhulath,Tomato,Tomato,FAQ
Gujarat,kheda,Kapadvanj,Onion,Other,FAQ
Uttar Pradesh,jhansi,Jhansi,Wheat,Dara,FAQ
Uttar Pradesh,balrampur,Ramanujganj,Wheat,Local,FAQ
Kerala,alappuzha,Alappuzha,Tomato,Other,FAQ
Uttar Pradesh,ambedkarnagar,Akbarpur,Tomato,Deshi,FAQ
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ
Nagaland,longleng,Longleng,Potato,Potato,FAQ
Madhya Pradesh,ratlam,Ratlam,Wheat,Sharbati,FAQ
Uttar Pradesh,ghazipur,Jangipura,Potato,Desi,FAQ
Jammu & Kashmir,jammu,Akhnoor,Tomato,Other,FAQ
Rajasthan,bharatpur,Bharatpur,Wheat,Other,FAQ
Haryana,sirsa,Dabwali,Onion,Other,FAQ
Punjab,hoshiarpur,Mukerian(Talwara),Tomato,Tomato,FAQ
West Bengal,howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ
Uttar Pradesh,varanasi,Varanasi(F&V),Onion,Red,FAQ
Punjab,sangrur,Bhawanigarh,Tomato,Other,FAQ
Kerala,malappuram,Kondotty,Onion,Other,FAQ
Kerala,alappuzha,Alappuzha,Potato,Other,FAQ
Punjab,sangrur,Bhawanigarh,Onion,Other,FAQ
Madhya Pradesh,damoh,Hata,Wheat,Other,FAQ
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Onion,Other,FAQ
Rajasthan,hanumangarh,Goluwala,Wheat,147 Best,FAQ
Kerala,idukki,Nedumkandam,Potato,Other,FAQ
Maharashtra,ahmednagar,Newasa(Ghodegaon),Onion,Other,FAQ
Karnataka,mandya,Mandya,Potato,Potato,FAQ
Maharashtra,ratnagiri,Ratnagiri (Nachane),Tomato,Other,FAQ
Maharashtra,nanded,Loha,Wheat,Other,FAQ
Maharashtra,nagpur,Hingna,Tomato,Other,FAQ
Maharashtra,ahmednagar,Kopargaon,Wheat,Other,FAQ
Karnataka,kolar,Srinivasapur,Tomato,Tomato,FAQ
Punjab,kapurthala,Sultanpur,Tomato,Other,FAQ
Haryana,kurukshetra,Pehowa,Tomato,Other,FAQ
Maharashtra,chandrapur,Chandrapur(Ganjwad),Potato,Other,FAQ
Punjab,hoshiarpur,Mukerian,Onion,Onion,FAQ
Madhya Pradesh,rajgarh,Khujner,Wheat,Deshi,FAQ
Karnataka,hassan,Channarayapatna,Onion,Local,FAQ
Karnataka,hassan,Hassan,Tomato,Tomato,FAQ
Rajasthan,ganganagar,Suratgarh,Potato,(Red Nanital),FAQ
West Bengal,howrah,Ramkrishanpur(Howrah),Tomato,Other,FAQ
Maharashtra,pune,Baramati,Onion,Red,FAQ
Punjab,hoshiarpur,GarhShankar (Kotfatuhi),Potato,Other,FAQ
Karnataka,hassan,Hassan,Onion,Other,FAQ
Rajasthan,tonk,Niwai,Wheat,Other,FAQ
Rajasthan,ganganagar,Suratgarh,Onion,1st Sort,FAQ
Maharashtra,pune,Nira(Saswad),Wheat,Other,FAQ
Orissa,khurda,Balugaon,Tomato,Hybrid,FAQ
Kerala,kottayam,Kuruppanthura,Onion,Onion,FAQ
Gujarat,sabarkantha,Bhiloda,Wheat,Other,FAQ
Punjab,patiala,Dudhansadhan,Potato,Other,FAQ
Rajasthan,sirohi,Abu Road,Onion,Other,FAQ
Maharashtra,sholapur,Akluj,Potato,Other,FAQ
Punjab,hoshiarpur,Mukerian(Talwara),Potato,Potato,FAQ
Karnataka,bijapur,Bijapur,Wheat,Sona,FAQ
Maharashtra,kolhapur,Vadgaonpeth,Tomato,Local,FAQ
Kerala,thiruvananthapuram,Vamanapuram,Tomato,Other,FAQ
Uttar Pradesh,gorakhpur,Sehjanwa,Potato,Potato,FAQ
Uttar Pradesh,agra,Fatehpur Sikri,Tomato,Deshi,FAQ
Uttar Pradesh,varanasi,Varanasi(F&V),Tomato,Hybrid,FAQ
Uttar Pradesh,firozabad,Firozabad,Potato,Desi,FAQ
Assam,kamrup,Pamohi(Garchuk),Potato,Potato,FAQ
Haryana,palwal,Hodal,Onion,Onion,FAQ
Haryana,fatehabad,Jakhal,Potato,Other,FAQ
Orissa,khurda,Balugaon,Potato,Other,FAQ
Maharashtra,chandrapur,Chandrapur(Ganjwad),Tomato,Other,FAQ
Assam,kamrup,Pamohi(Garchuk),Onion,Onion,FAQ
Rajasthan,dausa,Dausa,Wheat,Other,FAQ
Karnataka,haveri,Ranebennur,Onion,Local,Medium
Punjab,jalandhar,Goraya,Potato,Other,FAQ
Punjab,jalandhar,Goraya,Tomato,Other,FAQ
Maharashtra,ahmednagar,Rahuri,Potato,Other,FAQ
Rajasthan,alwar,Alwar,Wheat,Other,FAQ
Madhya Pradesh,alirajpur,Alirajpur(F&V),Onion,Onion,FAQ
Madhya Pradesh,mandsaur,Piplya,Wheat,Lok -1 (Nilami Rate),FAQ
Orissa,khurda,Balugaon,Onion,Other,FAQ
Karnataka,shimoga,Shimoga,Potato,Local,FAQ
Maharashtra,ahmednagar,Shrirampur,Potato,Other,FAQ
Himachal Pradesh,chamba,Chamba,Onion,Other,FAQ
Uttar Pradesh,aligarh,Atrauli,Tomato,Deshi,FAQ
Haryana,kurukshetra,Pehowa,Onion,Other,FAQ
Haryana,palwal,Hodal,Tomato,Hybrid,FAQ
Orissa,nuapada,Khariar Road,Onion,Other,FAQ
Andhra Pradesh,medak,Sangareddy,Tomato,Deshi,FAQ
Uttar Pradesh,gorakhpur,Sehjanwa,Tomato,Hybrid,FAQ
Rajasthan,hanumangarh,Bhadara,Potato,(Red Nanital),FAQ
Uttar Pradesh,firozabad,Firozabad,Wheat,Dara,FAQ
Himachal Pradesh,kangra,Kangra(Nagrota Bagwan),Potato,(Red Nanital),FAQ
Maharashtra,sholapur,Mangal Wedha,Onion,Other,FAQ
Rajasthan,bharatpur,Bayana,Wheat,Other,FAQ
Madhya Pradesh,rajgarh,Narsinghgarh,Wheat,147 Average,FAQ
Rajasthan,alwar,Barodamev,Wheat,Other,FAQ
Uttar Pradesh,meerut,Sardhana,Onion,Red,FAQ
Uttar Pradesh,balrampur,Bariya,Wheat,Local,FAQ
Haryana,panchkula,Panchkul(Kalka),Potato,Other,FAQ
Uttar Pradesh,firozabad,Firozabad,Onion,Red,FAQ
Rajasthan,hanumangarh,Bhadara,Onion,1st Sort,FAQ
Maharashtra,dhule,Dhule,Wheat,Other,FAQ
Rajasthan,alwar,Laxmangarh (Barodamev),Wheat,Other,FAQ
Karnataka,chikmagalur,Kadur,Onion,Onion,FAQ
Orissa,kendrapara,Chatta Krushak Bazar,Tomato,Tomato,FAQ
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Tomato,Other,FAQ
Madhya Pradesh,khargone,Sanawad,Tomato,Deshi,FAQ
Rajasthan,hanumangarh,Goluwala,Potato,(Red Nanital),FAQ
Uttar Pradesh,amroha,Amroha,Wheat,Dara,FAQ
Uttar Pradesh,ghazipur,Jangipura,Tomato,Hybrid,FAQ
Uttar Pradesh,ghazipur,Jangipura,Wheat,Dara,FAQ
Kerala,malappuram,Kondotty,Potato,Other,FAQ
Rajasthan,tonk,Uniyara,Wheat,Other,FAQ
Rajasthan,hanumangarh,Bhadara,Tomato,Deshi,FAQ
Maharashtra,sholapur,Mangal Wedha,Tomato,Other,FAQ
Himachal Pradesh,shimla,Shimla and Kinnaur(Rampur),Tomato,Other,FAQ
Haryana,mewat,Tauru,Onion,Other,FAQ
Kerala,alappuzha,Mannar,Onion,Small,FAQ
